publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Asia-Pacific Review	1343-9006	1469-2937	1997-03	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=capr20		capr20		fulltext		Routledge	Serial								P
Asian Affairs	0306-8374	1477-1500	1997-03	28	1				http://www.tandfonline.com/openurl?genre=journal&stitle=raaf20		raaf20		fulltext		Routledge	Serial							10.1080/raaf19	P
Asian Affairs: An American Review	0092-7678	1940-1590	1997-01	24	1				http://www.tandfonline.com/openurl?genre=journal&stitle=vasa20		vasa20		fulltext		Routledge	Serial								P
Asian Anthropology	1683-478X	2168-4227	2002-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=raan20		raan20		fulltext		Routledge	Serial								P
Asian Ethnicity	1463-1369	1469-2953	2000-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=caet20		caet20		fulltext		Routledge	Serial								P
Asian Geographer	1022-5706	2158-1762	1997-01	16	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=rage20		rage20		fulltext		Routledge	Serial								P
Asian Journal of Communication	0129-2986	1742-0911	1997-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rajc20		rajc20		fulltext		Routledge	Serial								P
Asian Journal of Political Science	0218-5377	1750-7812	1997-06	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rasi20		rasi20		fulltext		Routledge	Serial								P
Asian Journal of Technology Innovation	1976-1597	2158-6721	2004-01	12	2				http://www.tandfonline.com/openurl?genre=journal&stitle=rajt20		rajt20		fulltext		Routledge	Serial								P
Asian Journal of Women's Studies	1225-9276	2377-004X	2015-01	21	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rajw20		rajw20		fulltext		Routledge	Serial								P
Asian Philosophy	0955-2367	1469-2961	1997-03	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=casp20		casp20		fulltext		Routledge	Serial								P
Asian Population Studies	1744-1730	1744-1749	2005-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=raps20		raps20		fulltext		Routledge	Serial								P
Asian Security	1479-9855	1555-2764	2005-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=fasi20		fasi20		fulltext		Routledge	Serial								P
Asian Studies Review	1035-7823	1467-8403	1997-04	20	3				http://www.tandfonline.com/openurl?genre=journal&stitle=casr20		casr20		fulltext		Routledge	Serial							10.1080/casr19	P
Assessment & Evaluation in Higher Education	0260-2938	1469-297X	1997-03	22	1				http://www.tandfonline.com/openurl?genre=journal&stitle=caeh20		caeh20		fulltext		Routledge	Serial							10.1080/caeh19	P
Assessment in Education: Principles, Policy & Practice	0969-594X	1465-329X	1997-01	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=caie20		caie20		fulltext		Routledge	Serial								P
Assistive Technology	1040-0435	1949-3614	1997-06	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uaty20		uaty20		fulltext		Taylor & Francis	Serial								P
Astropolitics	1477-7622	1557-2943	2003-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=fast20		fast20		fulltext		Routledge	Serial								P
Atlantic Journal of Communication	1545-6870	1545-6889	2004-03	12	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hajc20		hajc20		fulltext		Routledge	Serial							10.1080/hajc19	P
Atlantic Studies	1478-8810	1740-4649	2004-09	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjas20		rjas20		fulltext		Routledge	Serial								P
Atmosphere-Ocean	0705-5900	1480-9214	1997-01	35	sup1				http://www.tandfonline.com/openurl?genre=journal&stitle=tato20		tato20		fulltext		Taylor & Francis	Serial							10.1080/tato19	P
Attachment & Human Development	1461-6734	1469-2988	1999-04	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rahd20		rahd20		fulltext		Routledge	Serial								P
Australasian Journal of Engineering Education	2205-4952	1325-4340	2007-01	13	1				http://www.tandfonline.com/openurl?genre=journal&stitle=teen20		teen20		fulltext		Taylor & Francis	Serial								P
Australasian Journal of Environmental Management	1448-6563	2159-5356	2003-01	10	1	2003-01	10	3	http://www.tandfonline.com/openurl?genre=journal&stitle=tjem20		tjem20		fulltext		Taylor & Francis	Serial							10.1080/tjem19	P
Australasian Journal of Environmental Management	1448-6563	2159-5356	2004-01	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tjem20		tjem20		fulltext		Taylor & Francis	Serial							10.1080/tjem19	P
Australasian Journal of Philosophy	0004-8402	1471-6828	1947-08	25	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=rajp20		rajp20		fulltext		Routledge	Serial							10.1080/rajp19	P
Australasian Journal of Psychology and Philosophy	1832-8660		1923-03	1	1	1946-12	24	3	http://www.tandfonline.com/openurl?genre=journal&stitle=rajp19		rajp19		fulltext		Routledge	Serial								P
Australian Academic & Research Libraries	0004-8623	1839-471X	1997-01	28	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uarl20		uarl20		fulltext		Routledge	Serial								P
Australian Feminist Law Journal	1320-0968		1997-01	8	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfem20		rfem20		fulltext		Routledge	Serial								P
Australian Feminist Studies	0816-4649	1465-3303	1997-04	12	25				http://www.tandfonline.com/openurl?genre=journal&stitle=cafs20		cafs20		fulltext		Routledge	Serial								P
Australian Forestry	0004-9158		1997-01	60	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tfor20		tfor20		fulltext		Taylor & Francis	Serial								P
Australian Geographer	0004-9182	1465-3311	1997-05	28	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cage20		cage20		fulltext		Routledge	Serial								P
Australian Historical Studies	1031-461X	1940-5049	1997-04	27	108				http://www.tandfonline.com/openurl?genre=journal&stitle=rahs20		rahs20		fulltext		Routledge	Serial							10.1080/rahs19	P
Australian Journal of Civil Engineering	1448-8353	2204-2245	2003-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tcen20		tcen20		fulltext		Taylor & Francis	Serial								P
Australian Journal of Earth Sciences	0812-0099	1440-0952	1984-03	31	1				http://www.tandfonline.com/openurl?genre=journal&stitle=taje20		taje20		fulltext		Taylor & Francis	Serial							10.1080/taje19	P
Australian Journal of Electrical and Electronics Engineering	1448-837X	2205-362X	2004-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tele20		tele20		fulltext		Taylor & Francis	Serial								P
Australian Journal of Environmental Management	1322-1698		1997-01	4	1	2002-01	9	4	http://www.tandfonline.com/openurl?genre=journal&stitle=tjem19		tjem19		fulltext		Taylor & Francis	Serial								P
Australian Journal of Forensic Sciences	0045-0618	1834-562X	1997-01	29	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tajf20		tajf20		fulltext		Taylor & Francis	Serial								P
Australian Journal of International Affairs	1035-7718	1465-332X	1997-04	51	1				http://www.tandfonline.com/openurl?genre=journal&stitle=caji20		caji20		fulltext		Routledge	Serial							10.1080/caji19	P
Australian Journal of Learning Difficulties	1940-4158	1940-4166	2008-05	13	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rald20		rald20		fulltext		Routledge	Serial							10.1080/rald19	P
Australian Journal of Learning Disabilities	1324-8928		1997-03	2	1	2007-01	12	2	http://www.tandfonline.com/openurl?genre=journal&stitle=rald19		rald19		fulltext		Routledge	Serial								P
Australian Journal of Linguistics	0726-8602	1469-2996	1997-03	17	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cajl20		cajl20		fulltext		Routledge	Serial								P
Australian Journal of Maritime & Ocean Affairs	1836-6503	2333-6498	2009-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ramo20		ramo20		fulltext		Routledge	Serial							10.1080/ramo19	P
Australian Journal of Mechanical Engineering	1448-4846	2204-2253	2003-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tmec20		tmec20		fulltext		Taylor & Francis	Serial								P
Australian Journal of Multi-disciplinary Engineering	1448-8388	2204-2180	2005-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tmul20		tmul20		fulltext		Taylor & Francis	Serial								P
Australian Journal of Political Science	1036-1146	1363-030X	1996-03	31	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cajp20		cajp20		fulltext		Routledge	Serial							10.1080/cajp19	P
Australian Journal of Structural Engineering	1328-7982	2204-2261	2002-01	3	3				http://www.tandfonline.com/openurl?genre=journal&stitle=tsen20		tsen20		fulltext		Taylor & Francis	Serial								P
Australian Journal of Water Resources	1324-1583	2204-227X	2002-01	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=twar20		twar20		fulltext		Taylor & Francis	Serial								P
Australian Planner	0729-3682	2150-6841	1997-01	34	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rapl20		rapl20		fulltext		Routledge	Serial							10.1080/rapl19	P
Australian Social Work	0312-407X	1447-0748	1997-03	50	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rasw20		rasw20		fulltext		Routledge	Serial							10.1080/rasw19	P
Australian Surveyor	0005-0326		1997-03	42	1	2003-06	48	1	http://www.tandfonline.com/openurl?genre=journal&stitle=tjss18		tjss18		fulltext		Taylor & Francis	Serial							10.1080/tjss17	P
Australian and New Zealand Journal of Art	1443-4318	2203-1871	2001-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=raja20		raja20		fulltext		Routledge	Serial							10.1080/raja19	P
Australian e-Journal for the Advancement of Mental Health	1446-7984		2003-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ramh19		ramh19		fulltext		Routledge	Serial								P
Autophagy	1554-8627	1554-8635	2005-04	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kaup20		kaup20		fulltext		Taylor & Francis	Serial								P
Avian Pathology	0307-9457	1465-3338	1972-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cavp20		cavp20		fulltext		Taylor & Francis	Serial								P
Aviation	1648-7788	1822-4180	2004-01	8	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tavi20		tavi20		fulltext		Taylor & Francis	Serial								P
Azania: Archaeological Research in Africa	0067-270X	1945-5534	1997-01	32	1				http://www.tandfonline.com/openurl?genre=journal&stitle=raza20		raza20		fulltext		Routledge	Serial								P
BSHM Bulletin: Journal of the British Society for the History of Mathematics	1749-8430	1749-8341	2004-03	19	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tbsh20		tbsh20		fulltext		Taylor & Francis	Serial							10.1080/tbsh19	P
Bacteriophage		2159-7081	2011-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kbac20		kbac20		fulltext		Taylor & Francis	Serial								P
Basic and Applied Social Psychology	0197-3533	1532-4834	1997-03	19	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hbas20		hbas20		fulltext		Routledge	Serial								P
Bee World	0005-772X	2376-7618	1997-01	78	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tbee20		tbee20		fulltext		Taylor & Francis	Serial								P
Behavioral & Social Sciences Librarian	0163-9269	1544-4546	1997-02	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wbss20		wbss20		fulltext		Routledge	Serial								P
Behavioral Medicine	0896-4289	1940-4026	1997-01	22	4				http://www.tandfonline.com/openurl?genre=journal&stitle=vbmd20		vbmd20		fulltext		Routledge	Serial							10.1080/vzhs20	P
Behavioral Sciences of Terrorism and Political Aggression	1943-4472	1943-4480	2009-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rirt20		rirt20		fulltext		Routledge	Serial								P
Behavioral Sleep Medicine	1540-2002	1540-2010	2003-02	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hbsm20		hbsm20		fulltext		Routledge	Serial								P
Behaviour & Information Technology	0144-929X	1362-3001	1996-01	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tbit20		tbit20		fulltext		Taylor & Francis	Serial								P
Bereavement Care	0268-2621	1944-8279	1997-03	16	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rber20		rber20		fulltext		Routledge	Serial								P
Bijdragen	0006-2278	1783-1377	1997-01	58	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjpt19		rjpt19		fulltext		Routledge	Serial							10.1080/rjpt18	P
Bilingual Research Journal	1523-5882	1523-5890	1997-01	21	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ubrj20		ubrj20		fulltext		Routledge	Serial							10.1080/ubrj19	P
BioArchitecture	1949-0992	1949-100X	2011-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kbia20		kbia20		fulltext		Taylor & Francis	Serial								P
Bioacoustics	0952-4622	2165-0586	1997-01	7	3				http://www.tandfonline.com/openurl?genre=journal&stitle=tbio20		tbio20		fulltext		Taylor & Francis	Serial								P
Biocontrol Science and Technology	0958-3157	1360-0478	1995-04	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cbst20		cbst20		fulltext		Taylor & Francis	Serial								P
Biodemography and Social Biology	1948-5565	1948-5573	2008-03	54	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hsbi20		hsbi20		fulltext		Routledge	Serial							10.1080/hsbi19	P
Biodiversity	1488-8386	2160-0651	2000-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tbid20		tbid20		fulltext		Taylor & Francis	Serial								P
Bioengineered	2165-5979	2165-5987	2012-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kbie20		kbie20		fulltext		Taylor & Francis	Serial							10.1080/kbie19	P
Bioengineered Bugs	1949-1018	1949-1026	2010-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kbie19		kbie19		fulltext		Taylor & Francis	Serial								P
Biofouling	0892-7014	1029-2454	1997-02	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gbif20		gbif20		fulltext		Taylor & Francis	Serial								P
Biofuels	1759-7269	1759-7277	2010-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tbfu20		tbfu20		fulltext		Taylor & Francis	Serial								P
Biological Agriculture & Horticulture	0144-8765	2165-0616	1997-01	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tbah20		tbah20		fulltext		Taylor & Francis	Serial								P
Biological Rhythm Research	0929-1016	1744-4179	1996-02	27	1				http://www.tandfonline.com/openurl?genre=journal&stitle=nbrr20		nbrr20		fulltext		Taylor & Francis	Serial							10.1080/nbrr19	P
Biomatter		2159-2535	2011-07	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=kbim20		kbim20		fulltext		Taylor & Francis	Serial								F
Bioremediation Journal	1088-9868	1547-6529	1997-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=bbrm20		bbrm20		fulltext		Taylor & Francis	Serial								P
Bioscience, Biotechnology, and Biochemistry	0916-8451	1347-6947	1997-01	61	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tbbb20		tbbb20		fulltext		Taylor & Francis	Serial							10.1080/tbbb19	P
Bird Study	0006-3657	1944-6705	1997-03	44	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tbis20		tbis20		fulltext		Taylor & Francis	Serial								P
Body, Movement and Dance in Psychotherapy	1743-2979	1743-2987	2006-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tbmd20		tbmd20		fulltext		Taylor & Francis	Serial								P
Botanical Journal of Scotland	1359-4869		1997-01	49	1	2006-01	58	2	http://www.tandfonline.com/openurl?genre=journal&stitle=tped19		tped19		fulltext		Taylor & Francis	Serial							10.1080/tped18	P
British Elections & Parties Review	1368-9886		1997-01	7	1	2004-09	14	1	http://www.tandfonline.com/openurl?genre=journal&stitle=fbep19		fbep19		fulltext		Routledge	Serial							10.1080/fbep18	P
British Journal for the History of Philosophy	0960-8788	1469-3526	1997-03	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rbjh20		rbjh20		fulltext		Routledge	Serial								P
British Journal of Biomedical Science	0967-4845		2015-01	72	4				http://www.tandfonline.com/openurl?genre=journal&stitle=tbbs20		tbbs20		fulltext		Taylor & Francis	Serial								P
British Journal of Educational Studies	0007-1005	1467-8527	1997-03	45	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rbje20		rbje20		fulltext		Routledge	Serial								P
British Journal of Ethnomusicology	0968-1221		1997-01	6	1	2003-01	12	2	http://www.tandfonline.com/openurl?genre=journal&stitle=remf19		remf19		fulltext		Routledge	Serial								P
British Journal of Guidance & Counselling	0306-9885	1469-3534	1997-02	25	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cbjg20		cbjg20		fulltext		Routledge	Serial								P
British Journal of Middle Eastern Studies	1353-0194	1469-3542	1997-05	24	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cbjm20		cbjm20		fulltext		Routledge	Serial							10.1080/cbjm19	P
British Journal of Religious Education	0141-6200	1740-7931	1997-03	19	2				http://www.tandfonline.com/openurl?genre=journal&stitle=cbre20		cbre20		fulltext		Routledge	Serial							10.1080/cbre19	P
